id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
11375,Strark,android web,Organic,1/2/16,1/29/16,NA,,,NA,NA
11376,Berton,ios web,Paid,1/29/16,1/31/16,NA,,,NA,NA
11377,Strark,,Referral,1/24/16,2/14/16,NA,,,NA,NA
11378,Berton,ios web,Paid,1/16/16,1/25/16,NA,,,NA,NA
11379,Strark,windows,Organic,1/2/16,1/3/16,NA,,,NA,NA
11380,Berton,windows,Referral,1/11/16,1/17/16,NA,,,NA,NA
11381,Berton,windows,Organic,1/22/16,2/6/16,NA,,,NA,NA
11382,Strark,windows,Organic,1/12/16,2/5/16,2/6/16,Lexus,IS,2015,2/11/16
11383,Wrouver,android web,Paid,1/14/16,1/17/16,1/25/16,Chevrolet,Malibu,2015,NA
11384,Strark,ios web,Paid,1/5/16,1/26/16,2/27/16,Hyundai,Elantra,2015,NA
11385,Strark,ios web,Paid,1/1/16,NA,NA,,,NA,NA
11386,Berton,ios web,Paid,1/3/16,NA,NA,,,NA,NA
11387,Strark,ios web,Referral,1/26/16,1/29/16,NA,,,NA,NA
11388,Berton,,Referral,1/9/16,1/13/16,1/13/16,Lexus,CT,2013,1/14/16
11389,Berton,android web,Referral,1/4/16,1/4/16,1/8/16,Toyota,Prius V,2015,1/14/16
11390,Strark,,Referral,1/8/16,NA,NA,,,NA,NA
11391,Berton,ios web,Paid,1/17/16,1/21/16,2/10/16,Honda,Fit,2015,NA
11392,Berton,android web,Referral,1/8/16,1/14/16,NA,,,NA,NA
11393,Berton,,Referral,1/7/16,1/25/16,NA,,,NA,NA
11394,Berton,other,Organic,1/12/16,1/13/16,1/14/16,Toyota,Camry,2016,1/14/16
11395,Strark,windows,Organic,1/8/16,1/23/16,NA,,,NA,NA
11396,Berton,ios web,Paid,1/17/16,NA,NA,,,NA,NA
11397,Strark,other,Paid,1/23/16,2/4/16,NA,,,NA,NA
11398,Strark,android web,Paid,1/12/16,1/21/16,NA,,,NA,NA
11399,Berton,mac,Referral,1/8/16,1/18/16,1/30/16,Fiat,500L,2014,2/4/16
11400,Strark,,Referral,1/21/16,NA,NA,,,NA,NA
11401,Berton,windows,Referral,1/20/16,1/28/16,2/6/16,Toyota,Corolla,2010,NA
11402,Strark,,Referral,1/23/16,1/31/16,2/13/16,Honda,CR-V,2014,NA
11403,Berton,windows,Referral,1/5/16,3/2/16,3/16/16,Honda,Accord,2001,NA
11404,Berton,mac,Organic,1/12/16,1/12/16,2/9/16,Toyota,Camry,2005,NA
11405,Berton,ios web,Paid,1/12/16,NA,1/26/16,BMW,5-series,2005,NA
11406,Strark,ios web,Referral,1/24/16,1/27/16,1/29/16,Volkswagen,Passat,2014,1/29/16
11407,Berton,ios web,Referral,1/1/16,1/9/16,1/20/16,Toyota,Camry,2016,NA
11408,Berton,ios web,Referral,1/9/16,1/14/16,NA,,,NA,NA
11409,Berton,android web,Referral,1/17/16,2/19/16,2/28/16,Toyota,Camry,2016,NA
11410,Strark,,Referral,1/2/16,1/7/16,NA,,,NA,NA
11411,Strark,ios web,Referral,1/10/16,1/18/16,1/18/16,Toyota,Camry,2010,1/18/16
11412,Berton,mac,Referral,1/2/16,1/2/16,1/2/16,Honda,Civic,2015,NA
11413,Berton,windows,Organic,1/15/16,1/23/16,NA,,,NA,NA
11414,Berton,ios web,Paid,1/23/16,2/6/16,NA,,,NA,NA
11415,Berton,android web,Paid,1/13/16,1/22/16,1/28/16,Ford,Fusion,2011,NA
11416,Strark,ios web,Organic,1/9/16,1/12/16,NA,,,NA,NA
11417,Strark,,Organic,1/25/16,NA,NA,,,NA,NA
11418,Berton,mac,Paid,1/20/16,2/6/16,NA,,,NA,NA
11419,Strark,,Organic,1/24/16,NA,NA,,,NA,NA
11420,Strark,android web,Paid,1/3/16,NA,NA,,,NA,NA
11421,Berton,android web,Referral,1/19/16,1/20/16,1/20/16,Volkswagen,Jetta,2003,1/21/16
11422,Berton,windows,Paid,1/18/16,NA,NA,,,NA,NA
11423,Berton,ios web,Referral,1/13/16,2/16/16,2/22/16,Toyota,Prius,2013,NA
11424,Berton,ios web,Referral,1/6/16,1/28/16,NA,,,NA,NA
11425,Berton,ios web,Referral,1/16/16,2/19/16,NA,,,NA,NA
11426,Berton,ios web,Referral,1/16/16,1/20/16,1/20/16,Chrysler,Town and Country,2009,2/6/16
11427,Strark,ios web,Paid,1/10/16,1/17/16,NA,,,NA,NA
11428,Strark,ios web,Referral,1/12/16,1/14/16,NA,,,NA,NA
11429,Berton,windows,Paid,1/20/16,1/21/16,NA,,,NA,NA
11430,Strark,mac,Paid,1/16/16,1/24/16,NA,,,NA,NA
11431,Wrouver,other,Paid,1/7/16,1/14/16,1/16/16,Toyota,Prius+,2011,1/16/16
11432,Strark,android web,Paid,1/2/16,1/5/16,NA,,,NA,NA
11433,Strark,ios web,Organic,1/11/16,NA,NA,,,NA,NA
11434,Strark,ios web,Paid,1/6/16,1/11/16,1/13/16,Honda,Civic,2005,1/15/16
11435,Berton,ios web,Referral,1/17/16,1/25/16,1/30/16,Chevrolet,Impala,2006,1/31/16
11436,Berton,android web,Organic,1/12/16,NA,NA,,,NA,NA
11437,Berton,ios web,Organic,1/28/16,2/3/16,NA,,,NA,NA
11438,Strark,,Referral,1/9/16,NA,NA,,,NA,NA
11439,Berton,,Referral,1/10/16,NA,NA,,,NA,NA
11440,Strark,mac,Referral,1/14/16,2/2/16,2/8/16,Volkswagen,Passat,2013,NA
11441,Strark,ios web,Referral,1/11/16,NA,NA,,,NA,NA
11442,Strark,,Organic,1/19/16,NA,NA,,,NA,NA
11443,Berton,ios web,Paid,1/19/16,1/25/16,NA,,,NA,NA
11444,Berton,android web,Organic,1/26/16,1/26/16,NA,,,NA,NA
11445,Strark,android web,Paid,1/2/16,2/3/16,NA,,,NA,NA
11446,Strark,,Referral,1/20/16,NA,NA,,,NA,NA
11447,Wrouver,mac,Organic,1/20/16,NA,1/25/16,Chevrolet,Impala,2010,NA
11448,Berton,mac,Organic,1/13/16,1/19/16,NA,,,NA,NA
11449,Strark,ios web,Organic,1/17/16,1/23/16,2/10/16,Dodge,Caliber,2011,NA
11450,Berton,ios web,Paid,1/20/16,NA,NA,,,NA,NA
11451,Strark,windows,Paid,1/21/16,NA,NA,,,NA,NA
11452,Berton,mac,Referral,1/5/16,1/9/16,NA,,,NA,NA
11453,Berton,ios web,Referral,1/11/16,1/13/16,1/14/16,Lexus,IS,2012,1/15/16
11454,Berton,windows,Paid,1/26/16,NA,NA,,,NA,NA
11455,Berton,other,Paid,1/15/16,NA,NA,,,NA,NA
11456,Berton,mac,Referral,1/30/16,2/13/16,NA,,,NA,NA
11457,Strark,ios web,Referral,1/5/16,NA,NA,,,NA,NA
11458,Berton,ios web,Organic,1/18/16,1/28/16,NA,,,NA,NA
11459,Strark,android web,Paid,1/18/16,1/19/16,1/21/16,Mazda,MAZDA3,2014,1/21/16
11460,Strark,mac,Referral,1/18/16,1/21/16,2/7/16,Hyundai,Sonata,2011,NA
11461,Berton,ios web,Referral,1/16/16,1/28/16,NA,,,NA,NA
11462,Strark,,Referral,1/5/16,1/8/16,NA,,,NA,NA
11463,Strark,other,Paid,1/20/16,1/31/16,2/24/16,Ford,F-150,2012,NA
11464,Strark,ios web,Organic,1/22/16,2/24/16,NA,,,NA,NA
11465,Strark,android web,Paid,1/2/16,2/27/16,NA,,,NA,NA
11466,Wrouver,windows,Organic,1/11/16,1/14/16,NA,,,NA,NA
11467,Wrouver,android web,Paid,1/24/16,1/25/16,NA,,,NA,NA
11468,Strark,ios web,Paid,1/8/16,1/21/16,1/27/16,BMW,3-series,2012,NA
11469,Strark,,Paid,1/25/16,1/26/16,NA,,,NA,NA
11470,Berton,ios web,Organic,1/20/16,1/20/16,NA,,,NA,2/16/16
11471,Berton,mac,Organic,1/9/16,1/14/16,NA,,,NA,NA
11472,Berton,ios web,Referral,1/30/16,2/2/16,2/2/16,Toyota,Corolla,2012,2/3/16
11473,Berton,ios web,Paid,1/4/16,1/4/16,1/4/16,Ford,Edge,2013,1/9/16
11474,Strark,ios web,Paid,1/2/16,NA,NA,,,NA,NA
11475,Berton,ios web,Paid,1/20/16,NA,NA,,,NA,NA
11476,Berton,windows,Paid,1/16/16,NA,NA,,,NA,NA
11477,Strark,,Organic,1/24/16,2/3/16,2/10/16,Toyota,Camry,2014,NA
11478,Strark,,Organic,1/24/16,2/13/16,NA,,,NA,NA
11479,Strark,windows,Referral,1/5/16,2/4/16,NA,,,NA,NA
11480,Berton,ios web,Paid,1/7/16,1/7/16,NA,,,NA,NA
11481,Strark,,Referral,1/3/16,2/5/16,NA,,,NA,NA
11482,Berton,android web,Paid,1/8/16,1/14/16,NA,,,NA,NA
11483,Strark,windows,Paid,1/20/16,NA,NA,,,NA,NA
11484,Berton,mac,Organic,1/18/16,1/31/16,NA,,,NA,NA
11485,Strark,android web,Referral,1/14/16,1/14/16,1/14/16,Toyota,Highlander,2005,1/21/16
11486,Strark,android web,Referral,1/20/16,1/20/16,1/22/16,Honda,Civic,2016,1/27/16
11487,Wrouver,windows,Paid,1/26/16,1/28/16,NA,,,NA,NA
11488,Strark,android web,Referral,1/28/16,2/1/16,NA,,,NA,NA
11489,Strark,other,Referral,1/14/16,1/20/16,1/29/16,Honda,Accord,2014,2/7/16
11490,Berton,android web,Referral,1/12/16,1/16/16,1/24/16,Cadillac,SRX,2010,2/6/16
11491,Berton,,Organic,1/24/16,NA,NA,,,NA,NA
11492,Berton,other,Referral,1/23/16,2/6/16,2/13/16,Honda,Accord,2014,NA
11493,Wrouver,mac,Organic,1/17/16,1/31/16,NA,,,NA,NA
11494,Strark,ios web,Referral,1/9/16,1/28/16,NA,,,NA,NA
11495,Strark,,Organic,1/22/16,NA,NA,,,NA,NA
11496,Strark,ios web,Referral,1/11/16,1/11/16,1/11/16,Chevrolet,Volt,2016,1/16/16
11497,Strark,ios web,Referral,1/10/16,NA,NA,,,NA,NA
11498,Berton,ios web,Referral,1/24/16,1/25/16,2/14/16,Hyundai,Elantra,2014,NA
11499,Strark,ios web,Paid,1/26/16,NA,NA,,,NA,NA
11500,Berton,ios web,Paid,1/3/16,NA,2/9/16,Volkswagen,CC,2012,NA
11501,Strark,,Referral,1/2/16,1/2/16,1/3/16,Honda,CR-V,2015,1/6/16
11502,Strark,,Referral,1/9/16,NA,NA,,,NA,NA
11503,Berton,,Organic,1/25/16,2/5/16,2/19/16,Honda,Accord,2007,NA
11504,Strark,windows,Organic,1/2/16,1/11/16,1/12/16,Hyundai,Santa Fe,2014,1/26/16
11505,Wrouver,,Organic,1/1/16,1/25/16,NA,,,NA,1/25/16
11506,Strark,android web,Referral,1/21/16,1/27/16,NA,,,NA,NA
11507,Strark,,Referral,1/11/16,1/12/16,1/12/16,BMW,5-series,2001,1/15/16
11508,Strark,android web,Referral,1/20/16,1/29/16,2/7/16,Kia,Optima,2015,NA
11509,Strark,android web,Paid,1/14/16,1/14/16,NA,,,NA,NA
11510,Wrouver,windows,Referral,1/18/16,1/27/16,2/25/16,Honda,Odyssey,2010,NA
11511,Strark,ios web,Referral,1/29/16,2/4/16,2/4/16,Pontiac,Grand Am,2002,2/10/16
11512,Strark,android web,Paid,1/22/16,2/8/16,NA,,,NA,NA
11513,Strark,mac,Organic,1/23/16,NA,NA,,,NA,NA
11514,Berton,windows,Paid,1/19/16,2/3/16,2/6/16,Toyota,Camry,2012,2/6/16
11515,Berton,windows,Referral,1/18/16,1/25/16,2/14/16,Toyota,RAV4,2012,NA
11516,Berton,mac,Referral,1/25/16,1/25/16,1/25/16,Hyundai,Sonata,2013,1/29/16
11517,Strark,ios web,Referral,1/7/16,NA,NA,,,NA,NA
11518,Strark,ios web,Referral,1/1/16,1/14/16,1/31/16,Volkswagen,Jetta,2013,NA
11519,Berton,windows,Organic,1/7/16,1/27/16,NA,,,NA,NA
11520,Strark,,Organic,1/19/16,1/27/16,NA,,,NA,NA
11521,Strark,windows,Paid,1/12/16,1/24/16,2/19/16,Chevrolet,HHR,2007,NA
11522,Berton,mac,Referral,1/8/16,1/10/16,1/12/16,Honda,Insight Hybrid,2010,1/12/16
11523,Strark,android web,Referral,1/6/16,1/19/16,NA,,,NA,NA
11524,Berton,ios web,Referral,1/28/16,1/31/16,NA,,,NA,NA
11525,Strark,android web,Paid,1/22/16,NA,NA,,,NA,NA
11526,Berton,ios web,Organic,1/12/16,NA,NA,,,NA,NA
11527,Wrouver,other,Organic,1/18/16,1/18/16,1/20/16,Hyundai,Sonata,2006,1/24/16
11528,Strark,android web,Paid,1/20/16,2/8/16,NA,,,NA,NA
11529,Strark,ios web,Paid,1/26/16,2/9/16,NA,,,NA,NA
11530,Strark,windows,Paid,1/28/16,NA,NA,,,NA,NA
11531,Wrouver,windows,Paid,1/27/16,NA,NA,,,NA,NA
11532,Strark,ios web,Organic,1/2/16,NA,NA,,,NA,NA
11533,Strark,android web,Organic,1/25/16,2/16/16,NA,,,NA,NA
11534,Berton,windows,Paid,1/15/16,1/19/16,1/24/16,Toyota,Prius,2002,NA
11535,Berton,ios web,Paid,1/25/16,1/26/16,NA,,,NA,NA
11536,Berton,mac,Referral,1/12/16,1/22/16,1/26/16,Ford,F-150,2014,NA
11537,Strark,android web,Paid,1/12/16,2/20/16,NA,,,NA,NA
11538,Strark,ios web,Paid,1/8/16,2/15/16,NA,,,NA,NA
11539,Berton,ios web,Referral,1/12/16,1/13/16,1/13/16,Toyota,Prius,2013,1/30/16
11540,Wrouver,android web,Paid,1/18/16,1/28/16,NA,,,NA,NA
11541,Strark,,Referral,1/1/16,1/6/16,NA,,,NA,NA
11542,Berton,mac,Organic,1/3/16,1/31/16,2/24/16,Nissan,Rogue,2012,NA
11543,Strark,android web,Referral,1/9/16,1/15/16,1/21/16,Lexus,CT Hybrid,2011,NA
11544,Berton,windows,Paid,1/4/16,1/5/16,1/7/16,Toyota,RAV4,2007,NA
11545,Strark,ios web,Organic,1/5/16,2/19/16,NA,,,NA,NA
11546,Berton,ios web,Paid,1/6/16,NA,NA,,,NA,NA
11547,Strark,ios web,Referral,1/3/16,NA,NA,,,NA,NA
11548,Strark,android web,Paid,1/19/16,NA,NA,,,NA,NA
11549,Berton,ios web,Referral,1/6/16,1/6/16,NA,,,NA,NA
11550,Berton,ios web,Paid,1/4/16,1/13/16,NA,,,NA,NA
11551,Wrouver,ios web,Paid,1/8/16,NA,NA,,,NA,NA
11552,Wrouver,ios web,Paid,1/29/16,1/29/16,1/29/16,Nissan,Versa,2016,NA
11553,Strark,ios web,Paid,1/8/16,1/16/16,NA,,,NA,NA
11554,Berton,ios web,Referral,1/16/16,1/18/16,1/18/16,Ford,Flex,2012,1/21/16
11555,Strark,ios web,Organic,1/19/16,1/30/16,NA,,,NA,NA
11556,Strark,android web,Referral,1/5/16,1/26/16,1/28/16,Mercedes-Benz,C-Class,2009,NA
11557,Berton,windows,Organic,1/21/16,1/21/16,NA,,,NA,NA
11558,Strark,android web,Paid,1/23/16,NA,NA,,,NA,NA
11559,Berton,windows,Organic,1/3/16,NA,NA,,,NA,NA
11560,Berton,windows,Paid,1/24/16,1/25/16,NA,,,NA,NA
11561,Berton,ios web,Referral,1/3/16,1/10/16,NA,,,NA,NA
11562,Strark,ios web,Referral,1/14/16,1/29/16,NA,,,NA,NA
11563,Wrouver,ios web,Organic,1/1/16,1/28/16,NA,,,NA,NA
11564,Strark,ios web,Paid,1/30/16,2/7/16,NA,,,NA,NA
11565,Strark,ios web,Organic,1/22/16,1/22/16,NA,,,NA,NA
11566,Wrouver,ios web,Paid,1/6/16,1/6/16,NA,,,NA,NA
11567,Strark,ios web,Paid,1/22/16,1/23/16,1/24/16,Nissan,Sentra,2015,2/1/16
11568,Berton,windows,Organic,1/1/16,2/4/16,NA,,,NA,NA
11569,Strark,windows,Paid,1/13/16,2/7/16,NA,,,NA,NA
11570,Berton,windows,Paid,1/26/16,2/24/16,NA,,,NA,NA
11571,Berton,ios web,Referral,1/4/16,NA,NA,,,NA,NA
11572,Strark,android web,Paid,1/14/16,1/30/16,NA,,,NA,NA
11573,Berton,ios web,Paid,1/1/16,NA,NA,,,NA,NA
11574,Berton,windows,Referral,1/30/16,NA,NA,,,NA,NA
11575,Strark,ios web,Referral,1/21/16,1/28/16,NA,,,NA,NA
11576,Strark,ios web,Paid,1/19/16,NA,NA,,,NA,NA
11577,Strark,android web,Referral,1/25/16,1/26/16,2/3/16,Hyundai,Genesis,2013,2/12/16
11578,Berton,android web,Paid,1/28/16,1/31/16,2/1/16,Cadillac,CTS,2005,2/2/16
11579,Berton,ios web,Organic,1/4/16,2/19/16,NA,,,NA,NA
11580,Strark,,Paid,1/25/16,2/11/16,NA,,,NA,NA
11581,Wrouver,windows,Organic,1/17/16,2/20/16,1/26/16,Cadillac,Escalade,2012,NA
11582,Wrouver,ios web,Referral,1/8/16,1/10/16,1/14/16,Ford,Fusion,2014,NA
11583,Strark,ios web,Paid,1/2/16,1/10/16,NA,,,NA,NA
11584,Berton,ios web,Organic,1/7/16,1/13/16,NA,,,NA,NA
11585,Berton,windows,Organic,1/3/16,NA,NA,,,NA,NA
11586,Berton,,Referral,1/24/16,2/9/16,NA,,,NA,NA
11587,Wrouver,ios web,Organic,1/12/16,1/14/16,1/18/16,Honda,Civic,2012,1/25/16
11588,Berton,ios web,Referral,1/30/16,2/12/16,2/14/16,Ford,Crown Victoria,2007,NA
11589,Berton,mac,Referral,1/1/16,1/1/16,NA,,,NA,NA
11590,Berton,mac,Paid,1/17/16,1/23/16,NA,,,NA,NA
11591,Wrouver,windows,Paid,1/26/16,NA,NA,,,NA,NA
11592,Strark,android web,Referral,1/24/16,1/27/16,2/2/16,Hyundai,Entourage,2007,NA
11593,Strark,ios web,Referral,1/27/16,2/27/16,NA,,,NA,NA
11594,Berton,mac,Organic,1/13/16,1/30/16,NA,,,NA,NA
11595,Berton,,Organic,1/21/16,1/30/16,NA,,,NA,NA
11596,Wrouver,other,Paid,1/28/16,1/28/16,NA,,,NA,NA
11597,Strark,,Referral,1/6/16,NA,NA,,,NA,NA
11598,Wrouver,windows,Organic,1/21/16,1/26/16,2/1/16,GMC,Yukon,2007,NA
11599,Strark,android web,Referral,1/28/16,2/24/16,NA,,,NA,NA
11600,Strark,ios web,Paid,1/27/16,NA,NA,,,NA,NA
11601,Berton,ios web,Referral,1/16/16,2/15/16,2/15/16,Toyota,Camry,2015,NA
11602,Strark,windows,Paid,1/4/16,2/2/16,NA,,,NA,NA
11603,Berton,windows,Paid,1/27/16,1/28/16,NA,,,NA,NA
11604,Strark,ios web,Referral,1/6/16,1/12/16,NA,,,NA,NA
11605,Strark,ios web,Referral,1/4/16,NA,NA,,,NA,NA
11606,Strark,android web,Referral,1/28/16,1/28/16,NA,,,NA,NA
11607,Strark,windows,Organic,1/2/16,1/3/16,1/5/16,Toyota,Camry,2016,1/5/16
11608,Berton,ios web,Paid,1/3/16,1/10/16,NA,,,NA,NA
11609,Berton,mac,Organic,1/29/16,2/17/16,NA,,,NA,NA
11610,Berton,ios web,Referral,1/7/16,1/12/16,1/31/16,Acura,MDX,2002,NA
11611,Strark,,Referral,1/11/16,1/29/16,NA,,,NA,NA
11612,Berton,ios web,Paid,1/27/16,1/27/16,NA,,,NA,NA
11613,Berton,ios web,Paid,1/18/16,NA,NA,,,NA,NA
11614,Berton,ios web,Organic,1/17/16,NA,NA,,,NA,NA
11615,Strark,ios web,Organic,1/29/16,2/7/16,2/12/16,Toyota,Yaris,2008,2/12/16
11616,Berton,ios web,Paid,1/15/16,NA,NA,,,NA,NA
11617,Strark,android web,Referral,1/20/16,2/11/16,NA,,,NA,NA
11618,Strark,ios web,Paid,1/24/16,2/3/16,2/7/16,Toyota,RAV4,2015,NA
11619,Berton,ios web,Paid,1/24/16,1/27/16,1/28/16,Toyota,Prius V,2007,2/12/16
11620,Berton,windows,Paid,1/12/16,1/17/16,1/17/16,Ford,Focus,2004,NA
11621,Berton,android web,Paid,1/17/16,1/25/16,NA,,,NA,NA
11622,Berton,android web,Referral,1/6/16,2/13/16,2/27/16,Toyota,Prius,2014,NA
11623,Strark,windows,Paid,1/13/16,1/24/16,NA,,,NA,NA
11624,Berton,ios web,Organic,1/21/16,1/23/16,NA,,,NA,NA
11625,Strark,android web,Paid,1/13/16,2/15/16,NA,,,NA,NA
11626,Strark,ios web,Paid,1/26/16,NA,NA,,,NA,NA
11627,Strark,mac,Organic,1/21/16,2/5/16,NA,,,NA,NA
11628,Strark,ios web,Referral,1/18/16,2/3/16,NA,,,NA,NA
11629,Berton,ios web,Referral,1/10/16,2/2/16,NA,,,NA,NA
11630,Berton,android web,Paid,1/1/16,NA,NA,,,NA,NA
11631,Berton,other,Paid,1/28/16,1/29/16,NA,,,NA,NA
11632,Berton,other,Paid,1/18/16,NA,NA,,,NA,NA
11633,Strark,windows,Paid,1/14/16,1/21/16,NA,,,NA,NA
11634,Berton,windows,Paid,1/20/16,NA,NA,,,NA,NA
11635,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
11636,Strark,android web,Referral,1/3/16,NA,NA,,,NA,NA
11637,Wrouver,windows,Organic,1/25/16,2/9/16,NA,,,NA,NA
11638,Strark,android web,Organic,1/6/16,NA,NA,,,NA,NA
11639,Wrouver,windows,Organic,1/1/16,1/8/16,1/9/16,Hyundai,Santa Fe,2007,1/14/16
11640,Strark,other,Paid,1/20/16,1/24/16,1/25/16,Volvo,S80,2007,NA
11641,Strark,,Referral,1/2/16,1/19/16,NA,,,NA,NA
11642,Strark,windows,Paid,1/20/16,2/11/16,NA,,,NA,NA
11643,Berton,ios web,Paid,1/7/16,1/28/16,NA,,,NA,NA
11644,Strark,android web,Paid,1/8/16,NA,NA,,,NA,NA
11645,Wrouver,windows,Referral,1/4/16,1/20/16,NA,,,NA,NA
11646,Strark,ios web,Organic,1/12/16,NA,NA,,,NA,NA
11647,Strark,windows,Organic,1/13/16,1/13/16,1/13/16,Toyota,Prius V,2015,1/15/16
11648,Strark,android web,Referral,1/15/16,1/17/16,NA,,,NA,NA
11649,Strark,ios web,Paid,1/16/16,1/25/16,2/15/16,Toyota,Corolla,2016,NA
11650,Strark,mac,Referral,1/24/16,2/1/16,NA,,,NA,NA
11651,Strark,windows,Organic,1/12/16,1/15/16,NA,,,NA,NA
11652,Berton,ios web,Paid,1/18/16,NA,NA,,,NA,NA
11653,Strark,android web,Paid,1/16/16,2/13/16,1/18/16,BMW,7-series,2006,NA
11654,Wrouver,ios web,Referral,1/9/16,1/17/16,NA,,,NA,NA
11655,Strark,android web,Paid,1/11/16,1/14/16,NA,,,NA,NA
11656,Berton,ios web,Paid,1/16/16,1/20/16,NA,,,NA,NA
11657,Strark,android web,Organic,1/21/16,1/26/16,NA,,,NA,NA
11658,Strark,android web,Paid,1/15/16,1/16/16,NA,,,NA,NA
11659,Strark,android web,Referral,1/21/16,2/4/16,2/16/16,Toyota,Corolla,2010,NA
11660,Berton,ios web,Organic,1/26/16,1/28/16,NA,,,NA,NA
11661,Berton,android web,Paid,1/27/16,2/4/16,NA,,,NA,NA
11662,Strark,android web,Paid,1/20/16,2/14/16,NA,,,NA,NA
11663,Berton,other,Paid,1/7/16,1/16/16,NA,,,NA,NA
11664,Strark,,Referral,1/6/16,1/7/16,NA,,,NA,NA
11665,Wrouver,android web,Referral,1/14/16,1/23/16,1/27/16,Mazda,MAZDA3,2006,NA
11666,Wrouver,ios web,Paid,1/7/16,NA,NA,,,NA,NA
11667,Strark,ios web,Paid,1/18/16,1/22/16,NA,,,NA,NA
11668,Strark,android web,Referral,1/21/16,NA,NA,,,NA,NA
11669,Berton,ios web,Paid,1/11/16,1/25/16,NA,,,NA,NA
11670,Strark,,Organic,1/23/16,1/27/16,NA,,,NA,NA
11671,Strark,ios web,Referral,1/19/16,1/19/16,1/20/16,Nissan,Altima,2015,1/21/16
11672,Strark,android web,Referral,1/4/16,1/4/16,1/4/16,Nissan,Sentra,2014,1/29/16
11673,Berton,android web,Referral,1/28/16,1/28/16,1/29/16,Honda,Civic,2015,2/18/16
11674,Strark,android web,Paid,1/11/16,NA,NA,,,NA,NA
11675,Berton,mac,Paid,1/4/16,1/23/16,NA,,,NA,NA
11676,Strark,android web,Referral,1/26/16,2/13/16,NA,,,NA,NA
11677,Strark,ios web,Referral,1/20/16,2/17/16,2/26/16,Honda,Insight Hybrid,2010,NA
11678,Berton,ios web,Paid,1/26/16,2/12/16,NA,,,NA,NA
11679,Berton,other,Paid,1/15/16,NA,NA,,,NA,NA
11680,Strark,android web,Paid,1/25/16,1/30/16,NA,,,NA,NA
11681,Strark,windows,Referral,1/4/16,1/27/16,NA,,,NA,NA
11682,Berton,android web,Paid,1/6/16,1/13/16,NA,,,NA,NA
11683,Wrouver,,Organic,1/9/16,NA,NA,,,NA,NA
11684,Berton,ios web,Referral,1/10/16,1/28/16,2/16/16,Toyota,Camry,2012,NA
11685,Berton,other,Organic,1/11/16,1/16/16,NA,,,NA,NA
11686,Strark,android web,Paid,1/24/16,1/26/16,1/30/16,Honda,Ridgeline,2012,NA
11687,Strark,android web,Paid,1/15/16,1/19/16,NA,,,NA,NA
11688,Strark,android web,Paid,1/12/16,2/1/16,NA,,,NA,NA
11689,Strark,android web,Paid,1/14/16,2/1/16,2/6/16,Chevrolet,Trailblazer,2007,NA
11690,Strark,,Referral,1/8/16,NA,NA,,,NA,NA
11691,Berton,android web,Organic,1/9/16,1/18/16,1/25/16,Toyota,Camry,2016,NA
11692,Strark,ios web,Organic,1/10/16,NA,NA,,,NA,NA
11693,Wrouver,android web,Organic,1/10/16,1/14/16,NA,,,NA,NA
11694,Strark,android web,Organic,1/5/16,1/8/16,1/17/16,Volkswagen,Passat,2005,NA
11695,Berton,ios web,Organic,1/2/16,1/10/16,NA,,,NA,NA
11696,Berton,mac,Organic,1/13/16,1/15/16,NA,,,NA,NA
11697,Strark,mac,Organic,1/4/16,1/27/16,NA,,,NA,NA
11698,Strark,mac,Organic,1/20/16,1/22/16,NA,,,NA,NA
11699,Berton,mac,Referral,1/27/16,2/1/16,NA,,,NA,NA
11700,Strark,,Organic,1/25/16,NA,NA,,,NA,NA
11701,Berton,android web,Paid,1/20/16,1/24/16,1/24/16,Hyundai,Sonata,2013,2/3/16
11702,Berton,other,Organic,1/6/16,1/7/16,1/16/16,Mazda,MAZDA6,2011,1/25/16
11703,Strark,android web,Paid,1/30/16,1/30/16,NA,,,NA,NA
11704,Strark,ios web,Referral,1/22/16,2/17/16,NA,,,NA,NA
11705,Strark,android web,Paid,1/9/16,1/12/16,NA,,,NA,NA
11706,Strark,ios web,Organic,1/8/16,1/28/16,NA,,,NA,NA
11707,Strark,windows,Organic,1/3/16,1/3/16,NA,,,NA,NA
11708,Strark,ios web,Referral,1/6/16,1/6/16,NA,,,NA,NA
11709,Berton,,Referral,1/1/16,NA,NA,,,NA,NA
11710,Berton,ios web,Paid,1/15/16,NA,NA,,,NA,NA
11711,Strark,other,Paid,1/9/16,2/2/16,2/2/16,Honda,Civic,2012,NA
11712,Berton,ios web,Referral,1/20/16,1/22/16,1/22/16,Toyota,Camry,2012,1/22/16
11713,Berton,ios web,Paid,1/10/16,1/11/16,NA,,,NA,NA
11714,Strark,other,Referral,1/28/16,1/29/16,NA,,,NA,NA
11715,Wrouver,android web,Referral,1/28/16,2/2/16,2/2/16,Toyota,Prius V,2016,2/3/16
11716,Berton,windows,Paid,1/30/16,1/31/16,NA,,,NA,NA
11717,Strark,ios web,Paid,1/26/16,NA,NA,,,NA,NA
11718,Berton,android web,Paid,1/12/16,1/31/16,NA,,,NA,NA
11719,Strark,ios web,Paid,1/8/16,1/10/16,NA,,,NA,NA
